ID;Planta;Año;Mes;Empleados Propios;Empleados Ajenos;Empleados ETTS;Empleados Subcontrata;Horas Presencia Efectiva Propios;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Horas Formacion General Propios;Empleados Propios - indefinido;Empleados Propios - duración determinada
178;Laser Barcelona;2016;JUN;16;10;;;273.600.000.000.000.000;0.00000000000000;158.100.000.000.000.000;0.00000000000000;0.00000000000000;;;
179;Laser Barcelona;2016;JUL;16;11;;;286.400.000.000.000.000;0.00000000000000;199.200.000.000.000.000;0.00000000000000;0.00000000000000;;;
180;Laser Barcelona;2016;AGO;16;11;;;126.900.000.000.000.000;0.00000000000000;195.900.000.000.000.000;0.00000000000000;0.00000000000000;;;
181;Laser Barcelona;2016;SEP;16;7;;;286.400.000.000.000.000;0.00000000000000;123.200.000.000.000.000;0.00000000000000;0.00000000000000;;;
182;Laser Barcelona;2016;OCT;16;10;;;259.200.000.000.000.000;0.00000000000000;147.300.000.000.000.000;0.00000000000000;0.00000000000000;;;
183;Laser Barcelona;2016;NOV;16;7;;;278.400.000.000.000.000;0.00000000000000;122.500.000.000.000.000;0.00000000000000;0.00000000000000;;;
184;Laser Barcelona;2016;DIC;17;8;;;204.000.000.000.000.000;0.00000000000000;93.000.000.000.000.000;0.00000000000000;0.00000000000000;;;
185;Vizcaya;2016;ENE;5;0;;;72.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
186;Vizcaya;2016;FEB;5;0;;;79.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
187;Vizcaya;2016;MAR;5;0;;;79.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
188;Vizcaya;2016;ABR;5;0;;;79.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
189;Vizcaya;2016;MAY;5;0;;;76.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
190;Vizcaya;2016;JUN;5;0;;;79.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
191;Vizcaya;2016;JUL;4;0;;;64.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
192;Vizcaya;2016;AGO;4;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
193;Vizcaya;2016;SEP;4;0;;;70.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
194;Vizcaya;2016;OCT;4;0;;;64.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
195;Vizcaya;2016;NOV;4;0;;;64.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
196;Vizcaya;2016;DIC;4;0;;;48.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
197;Union Street;2016;ENE;185;13;;;3.286.200.000.000.000.000;0.00000000000000;244.400.000.000.000.000;55.100.000.000.000.000;800.000.000.000.000;;;
198;Union Street;2016;FEB;185;15;;;3.302.100.000.000.000.000;0.00000000000000;282.700.000.000.000.000;132.500.000.000.000.000;1.100.000.000.000.000;;;
199;Union Street;2016;MAR;189;15;;;3.014.100.000.000.000.000;0.00000000000000;308.700.000.000.000.000;15.000.000.000.000.000;1.000.000.000.000.000;;;
200;Union Street;2016;ABR;187;15;;;3.515.000.000.000.000.000;0.00000000000000;309.700.000.000.000.000;19.000.000.000.000.000;900.000.000.000.000;;;
201;Union Street;2016;MAY;188;18;;;2.804.800.000.000.000.000;0.00000000000000;354.800.000.000.000.000;10.500.000.000.000.000;700.000.000.000.000;;;
202;Union Street;2016;JUN;188;24;;;3.173.000.000.000.000.000;0.00000000000000;476.400.000.000.000.000;72.300.000.000.000.000;1.000.000.000.000.000;;;
203;Union Street;2016;JUL;189;14;;;3.207.200.000.000.000.000;0.00000000000000;280.900.000.000.000.000;15.400.000.000.000.000;500.000.000.000.000;;;
204;Union Street;2016;AGO;189;16;;;2.496.600.000.000.000.000;0.00000000000000;317.700.000.000.000.000;67.700.000.000.000.000;1.200.000.000.000.000;;;
205;Union Street;2016;SEP;189;14;;;3.295.300.000.000.000.000;0.00000000000000;335.200.000.000.000.000;90.800.000.000.000.000;1.300.000.000.000.000;;;
206;Union Street;2016;OCT;188;14;;;3.328.000.000.000.000.000;0.00000000000000;312.400.000.000.000.000;75.000.000.000.000.000;1.000.000.000.000.000;;;
207;Union Street;2016;NOV;188;20;;;3.361.000.000.000.000.000;0.00000000000000;422.700.000.000.000.000;97.300.000.000.000.000;1.300.000.000.000.000;;;
208;Union Street;2016;DIC;188;16;;;2.292.200.000.000.000.000;0.00000000000000;318.900.000.000.000.000;67.000.000.000.000.000;900.000.000.000.000;;;
512;Gonvasolar;2016;ABR;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
513;Gonvasolar;2016;MAY;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
514;Gonvasolar;2016;JUN;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
515;Gonvasolar;2016;JUL;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
516;Gonvasolar;2016;AGO;1;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
517;Gonvasolar;2016;SEP;1;0;;;17.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
518;Gonvasolar;2016;OCT;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
519;Gonvasolar;2016;NOV;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
520;Gonvasolar;2016;DIC;1;0;;;12.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
555;Gonvasolar;2017;MAY;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
595;Gonvasolar;2017;JUN;1;0;;;17.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
635;Gonvasolar;2017;JUL;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
221;Navarra;2016;ENE;47;7;;;559.400.000.000.000.000;68.000.000.000.000.000;22.500.000.000.000.000;0.00000000000000;0.00000000000000;;;
222;Navarra;2016;FEB;47;7;;;756.000.000.000.000.000;80.800.000.000.000.000;39.500.000.000.000.000;200.000.000.000.000;0.00000000000000;;;
223;Navarra;2016;MAR;47;4;;;696.400.000.000.000.000;61.600.000.000.000.000;3.100.000.000.000.000;700.000.000.000.000;0.00000000000000;;;
224;Navarra;2016;ABR;46;4;;;741.800.000.000.000.000;34.000.000.000.000.000;32.700.000.000.000.000;7.000.000.000.000.000;0.00000000000000;;;
225;Navarra;2016;MAY;46;6;;;772.500.000.000.000.000;36.000.000.000.000.000;68.200.000.000.000.000;2.600.000.000.000.000;0.00000000000000;;;
226;Navarra;2016;JUN;46;6;;;773.300.000.000.000.000;35.500.000.000.000.000;62.200.000.000.000.000;6.300.000.000.000.000;0.00000000000000;;;
227;Navarra;2016;JUL;46;2;;;278.300.000.000.000.000;15.200.000.000.000.000;15.500.000.000.000.000;0.00000000000000;0.00000000000000;;;
228;Navarra;2016;AGO;46;6;;;420.600.000.000.000.000;30.400.000.000.000.000;57.800.000.000.000.000;0.00000000000000;0.00000000000000;;;
229;Navarra;2016;SEP;46;2;;;744.500.000.000.000.000;30.400.000.000.000.000;0.00000000000000;400.000.000.000.000;0.00000000000000;;;
230;Navarra;2016;OCT;46;5;;;717.000.000.000.000.000;32.200.000.000.000.000;45.400.000.000.000.000;900.000.000.000.000;0.00000000000000;;;
231;Navarra;2016;NOV;46;7;;;739.600.000.000.000.000;82.400.000.000.000.000;31.000.000.000.000.000;1.000.000.000.000.000;0.00000000000000;;;
232;Navarra;2016;DIC;46;4;;;403.800.000.000.000.000;49.600.000.000.000.000;5.400.000.000.000.000;0.00000000000000;0.00000000000000;;;
233;Galicia;2016;ENE;55;2;;;783.200.000.000.000.000;7.300.000.000.000.000;30.500.000.000.000.000;600.000.000.000.000;100.000.000.000.000;;;
234;Galicia;2016;FEB;56;1;;;948.100.000.000.000.000;9.400.000.000.000.000;16.800.000.000.000.000;200.000.000.000.000;200.000.000.000.000;;;
235;Galicia;2016;MAR;56;1;;;928.400.000.000.000.000;5.600.000.000.000.000;16.900.000.000.000.000;2.500.000.000.000.000;100.000.000.000.000;;;
236;Galicia;2016;ABR;58;1;;;938.500.000.000.000.000;7.200.000.000.000.000;16.800.000.000.000.000;2.900.000.000.000.000;0.00000000000000;;;
237;Galicia;2016;MAY;59;1;;;944.100.000.000.000.000;6.400.000.000.000.000;16.800.000.000.000.000;100.000.000.000.000;0.00000000000000;;;
238;Galicia;2016;JUN;61;3;;;994.600.000.000.000.000;10.700.000.000.000.000;27.300.000.000.000.000;400.000.000.000.000;10.300.000.000.000.000;;;
239;Galicia;2016;JUL;61;2;;;848.900.000.000.000.000;2.500.000.000.000.000;19.200.000.000.000.000;200.000.000.000.000;13.000.000.000.000.000;;;
240;Galicia;2016;AGO;63;0;;;625.700.000.000.000.000;0.00000000000000;0.00000000000000;1.100.000.000.000.000;0.00000000000000;;;
241;Galicia;2016;SEP;64;0;;;1.114.500.000.000.000.000;0.00000000000000;0.00000000000000;3.900.000.000.000.000;0.00000000000000;;;
242;Galicia;2016;OCT;64;0;;;1.005.900.000.000.000.000;0.00000000000000;0.00000000000000;5.300.000.000.000.000;0.00000000000000;;;
243;Galicia;2016;NOV;65;0;;;1.146.100.000.000.000.000;0.00000000000000;0.00000000000000;11.400.000.000.000.000;0.00000000000000;;;
244;Galicia;2016;DIC;62;0;;;720.500.000.000.000.000;0.00000000000000;0.00000000000000;12.700.000.000.000.000;0.00000000000000;;;
245;Asturias;2016;ENE;276;126;;;3.255.000.000.000.000.000;0.00000000000000;1.905.200.000.000.000.000;2.400.000.000.000.000;24.700.000.000.000.000;;;
246;Asturias;2016;FEB;277;145;;;3.475.300.000.000.000.000;0.00000000000000;2.201.500.000.000.000.000;2.200.000.000.000.000;14.600.000.000.000.000;;;
247;Asturias;2016;MAR;278;198;;;3.539.100.000.000.000.000;0.00000000000000;3.170.100.000.000.000.000;2.200.000.000.000.000;17.500.000.000.000.000;;;
248;Asturias;2016;ABR;277;208;;;3.775.400.000.000.000.000;0.00000000000000;3.467.100.000.000.000.000;20.200.000.000.000.000;9.400.000.000.000.000;;;
249;Asturias;2016;MAY;281;189;;;3.812.300.000.000.000.000;0.00000000000000;3.174.600.000.000.000.000;17.100.000.000.000.000;14.200.000.000.000.000;;;
250;Asturias;2016;JUN;280;173;;;3.841.700.000.000.000.000;0.00000000000000;3.055.400.000.000.000.000;38.100.000.000.000.000;800.000.000.000.000;;;
251;Asturias;2016;JUL;276;179;;;3.102.200.000.000.000.000;0.00000000000000;3.020.100.000.000.000.000;800.000.000.000.000;1.400.000.000.000.000;;;
252;Asturias;2016;AGO;264;138;;;2.937.800.000.000.000.000;0.00000000000000;2.383.100.000.000.000.000;0.00000000000000;0.00000000000000;;;
253;Asturias;2016;SEP;263;138;;;3.192.800.000.000.000.000;0.00000000000000;2.112.800.000.000.000.000;10.800.000.000.000.000;0.00000000000000;;;
254;Asturias;2016;OCT;263;136;;;3.325.900.000.000.000.000;0.00000000000000;2.068.700.000.000.000.000;19.800.000.000.000.000;0.00000000000000;;;
255;Asturias;2016;NOV;264;152;;;3.694.900.000.000.000.000;0.00000000000000;2.518.900.000.000.000.000;73.400.000.000.000.000;0.00000000000000;;;
256;Asturias;2016;DIC;263;154;;;2.125.500.000.000.000.000;0.00000000000000;1.930.200.000.000.000.000;5.600.000.000.000.000;7.800.000.000.000.000;;;
257;Arizona;2016;ENE;57;24;;;957.300.000.000.000.000;0.00000000000000;261.300.000.000.000.000;3.200.000.000.000.000;5.200.000.000.000.000;;;
258;Arizona;2016;FEB;58;15;;;981.700.000.000.000.000;0.00000000000000;276.900.000.000.000.000;1.700.000.000.000.000;2.400.000.000.000.000;;;
259;Arizona;2016;MAR;59;11;;;1.017.400.000.000.000.000;0.00000000000000;228.000.000.000.000.000;300.000.000.000.000;1.000.000.000.000.000;;;
260;Arizona;2016;ABR;59;3;;;949.200.000.000.000.000;0.00000000000000;55.000.000.000.000.000;7.100.000.000.000.000;100.000.000.000.000;;;
261;Arizona;2016;MAY;54;1;;;857.700.000.000.000.000;0.00000000000000;15.800.000.000.000.000;6.600.000.000.000.000;0.00000000000000;;;
262;Arizona;2016;JUN;53;1;;;895.600.000.000.000.000;0.00000000000000;16.900.000.000.000.000;11.400.000.000.000.000;0.00000000000000;;;
263;Arizona;2016;JUL;54;1;;;401.800.000.000.000.000;0.00000000000000;14.300.000.000.000.000;5.600.000.000.000.000;0.00000000000000;;;
264;Arizona;2016;AGO;54;1;;;496.200.000.000.000.000;0.00000000000000;18.100.000.000.000.000;6.700.000.000.000.000;0.00000000000000;;;
265;Arizona;2016;SEP;46;1;;;318.400.000.000.000.000;0.00000000000000;14.900.000.000.000.000;1.200.000.000.000.000;0.00000000000000;;;
266;Arizona;2016;OCT;43;1;;;315.100.000.000.000.000;0.00000000000000;15.900.000.000.000.000;4.200.000.000.000.000;400.000.000.000.000;;;
267;Arizona;2016;NOV;40;2;;;304.700.000.000.000.000;0.00000000000000;20.900.000.000.000.000;3.400.000.000.000.000;4.600.000.000.000.000;;;
268;Arizona;2016;DIC;39;1;;;500.500.000.000.000.000;0.00000000000000;20.700.000.000.000.000;600.000.000.000.000;100.000.000.000.000;;;
269;Çepas;2016;ENE;199;33;;;4.170.600.000.000.000.000;730.400.000.000.000.000;0.00000000000000;18.800.000.000.000.000;0.00000000000000;;;
270;Çepas;2016;FEB;181;41;;;3.871.200.000.000.000.000;873.600.000.000.000.000;0.00000000000000;21.800.000.000.000.000;0.00000000000000;;;
271;Çepas;2016;MAR;191;50;;;4.257.700.000.000.000.000;1.024.200.000.000.000.000;0.00000000000000;43.200.000.000.000.000;0.00000000000000;;;
272;Çepas;2016;ABR;193;66;;;4.089.100.000.000.000.000;1.100.800.000.000.000.000;0.00000000000000;28.200.000.000.000.000;0.00000000000000;;;
273;Çepas;2016;MAY;197;57;;;4.518.800.000.000.000.000;1.214.400.000.000.000.000;0.00000000000000;5.300.000.000.000.000;0.00000000000000;;;
274;Çepas;2016;JUN;214;56;;;4.724.600.000.000.000.000;1.174.500.000.000.000.000;0.00000000000000;33.500.000.000.000.000;0.00000000000000;;;
275;Çepas;2016;JUL;234;67;;;4.245.900.000.000.000.000;1.314.000.000.000.000.000;0.00000000000000;16.700.000.000.000.000;0.00000000000000;;;
276;Çepas;2016;AGO;240;65;;;5.712.000.000.000.000.000;1.557.500.000.000.000.000;0.00000000000000;36.700.000.000.000.000;0.00000000000000;;;
277;Çepas;2016;SEP;234;63;;;4.835.000.000.000.000.000;1.579.700.000.000.000.000;0.00000000000000;8.800.000.000.000.000;0.00000000000000;;;
278;Çepas;2016;OCT;231;59;;;5.095.800.000.000.000.000;1.753.000.000.000.000.000;0.00000000000000;35.700.000.000.000.000;0.00000000000000;;;
279;Çepas;2016;NOV;228;52;;;4.731.700.000.000.000.000;1.361.400.000.000.000.000;0.00000000000000;48.700.000.000.000.000;0.00000000000000;;;
280;Çepas;2016;DIC;221;48;;;4.685.800.000.000.000.000;1.439.400.000.000.000.000;0.00000000000000;25.000.000.000.000.000;0.00000000000000;;;
281;Colombia;2016;ENE;319;109;;;6.614.800.000.000.000.000;0.00000000000000;2.466.300.000.000.000.000;25.400.000.000.000.000;4.100.000.000.000.000;;;
282;Colombia;2016;FEB;319;98;;;7.351.300.000.000.000.000;0.00000000000000;2.486.500.000.000.000.000;62.300.000.000.000.000;25.100.000.000.000.000;;;
283;Colombia;2016;MAR;316;104;;;7.377.300.000.000.000.000;0.00000000000000;2.443.500.000.000.000.000;43.800.000.000.000.000;33.400.000.000.000.000;;;
284;Colombia;2016;ABR;315;113;;;7.442.600.000.000.000.000;0.00000000000000;2.638.300.000.000.000.000;88.900.000.000.000.000;33.100.000.000.000.000;;;
285;Colombia;2016;MAY;316;132;;;7.509.100.000.000.000.000;0.00000000000000;3.106.500.000.000.000.000;69.200.000.000.000.000;50.700.000.000.000.000;;;
286;Colombia;2016;JUN;313;139;;;7.789.900.000.000.000.000;0.00000000000000;3.468.300.000.000.000.000;23.000.000.000.000.000;25.900.000.000.000.000;;;
287;Colombia;2016;JUL;315;158;;;7.630.000.000.000.000.000;0.00000000000000;3.682.200.000.000.000.000;43.200.000.000.000.000;37.500.000.000.000.000;;;
288;Colombia;2016;AGO;312;148;;;7.492.300.000.000.000.000;0.00000000000000;3.566.000.000.000.000.000;14.100.000.000.000.000;12.100.000.000.000.000;;;
289;Colombia;2016;SEP;314;171;;;7.587.800.000.000.000.000;0.00000000000000;3.997.300.000.000.000.000;86.000.000.000.000.000;51.900.000.000.000.000;;;
290;Colombia;2016;OCT;314;175;;;7.629.700.000.000.000.000;0.00000000000000;4.330.000.000.000.000.000;37.600.000.000.000.000;44.200.000.000.000.000;;;
291;Colombia;2016;NOV;312;170;;;7.547.100.000.000.000.000;0.00000000000000;4.359.300.000.000.000.000;59.800.000.000.000.000;46.000.000.000.000.000;;;
292;Colombia;2016;DIC;299;123;;;7.052.200.000.000.000.000;0.00000000000000;4.021.200.000.000.000.000;23.200.000.000.000.000;17.600.000.000.000.000;;;
293;GMS Corporate;2016;ENE;25;0;;;333.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
294;GMS Corporate;2016;FEB;26;0;;;411.900.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
295;GMS Corporate;2016;MAR;26;0;;;384.500.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
296;GMS Corporate;2016;ABR;26;0;;;413.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
297;GMS Corporate;2016;MAY;27;0;;;399.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
298;GMS Corporate;2016;JUN;27;0;;;415.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
299;GMS Corporate;2016;JUL;27;0;;;389.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
300;GMS Corporate;2016;AGO;24;0;;;224.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
301;GMS Corporate;2016;SEP;25;0;;;436.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
302;GMS Corporate;2016;OCT;24;0;;;398.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
303;GMS Corporate;2016;NOV;24;0;;;381.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
304;GMS Corporate;2016;DIC;24;0;;;292.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
305;Thüringen;2016;ENE;104;28;;;1.368.200.000.000.000.000;0.00000000000000;453.900.000.000.000.000;1.800.000.000.000.000;0.00000000000000;;;
306;Thüringen;2016;FEB;106;34;;;1.380.600.000.000.000.000;0.00000000000000;565.300.000.000.000.000;20.300.000.000.000.000;0.00000000000000;;;
307;Thüringen;2016;MAR;108;36;;;1.401.600.000.000.000.000;0.00000000000000;604.600.000.000.000.000;2.900.000.000.000.000;0.00000000000000;;;
308;Thüringen;2016;ABR;107;42;;;1.506.400.000.000.000.000;0.00000000000000;690.800.000.000.000.000;1.600.000.000.000.000;0.00000000000000;;;
309;Thüringen;2016;MAY;102;47;;;1.778.700.000.000.000.000;0.00000000000000;745.700.000.000.000.000;6.400.000.000.000.000;0.00000000000000;;;
310;Thüringen;2016;JUN;112;48;;;1.668.200.000.000.000.000;0.00000000000000;747.000.000.000.000.000;3.100.000.000.000.000;0.00000000000000;;;
311;Thüringen;2016;JUL;117;50;;;1.341.900.000.000.000.000;0.00000000000000;809.200.000.000.000.000;24.000.000.000.000.000;0.00000000000000;;;
312;Thüringen;2016;AGO;137;48;;;1.768.700.000.000.000.000;0.00000000000000;803.100.000.000.000.000;3.000.000.000.000.000;0.00000000000000;;;
313;Thüringen;2016;SEP;139;45;;;1.851.800.000.000.000.000;0.00000000000000;725.400.000.000.000.000;2.800.000.000.000.000;0.00000000000000;;;
314;Thüringen;2016;OCT;143;41;;;1.776.600.000.000.000.000;0.00000000000000;603.500.000.000.000.000;6.600.000.000.000.000;0.00000000000000;;;
315;Thüringen;2016;NOV;147;40;;;2.100.900.000.000.000.000;0.00000000000000;675.200.000.000.000.000;2.000.000.000.000.000;0.00000000000000;;;
316;Thüringen;2016;DIC;161;23;;;1.825.800.000.000.000.000;0.00000000000000;383.400.000.000.000.000;3.500.000.000.000.000;0.00000000000000;;;
317;Laser Brandenburg;2016;ENE;10;5;;;147.800.000.000.000.000;0.00000000000000;66.700.000.000.000.000;0.00000000000000;0.00000000000000;;;
318;Laser Brandenburg;2016;FEB;11;10;;;144.500.000.000.000.000;0.00000000000000;163.100.000.000.000.000;0.00000000000000;0.00000000000000;;;
